customer_id,customer_name,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST0194,Barbara Fletcher,female,1,Yes,Yes,31,Month-to-month,YES,Credit card (automatic),,850.87,No,No,No,,,No,Yes,,,Yes
CUST0195,Mary Alvarez,female,1,,No,71,Two Year,Yes,,61.31,,,No,NO INTERNET,,No,No,,,,Yes
CUST0196,Robert Cordova,female,1,NO,,66,month to month,YES,Bank Transfer,18.94,,No,Yes,NO INTERNET,,,No,,No,,yes
CUST0197,Tom Roach,MALE,0,YES,Yes,44,,,Credit card (automatic),twenty,,No,no phone service,,,Yes,,No,,Yes,
CUST0198,Linda Stephenson,Male,0,YES,,47,Two Year,No,Bank Transfer,,3818.67,No,,,,Yes,Yes,No,,,
CUST0199,Nicole Cardenas,Male,0,No,Yes,41,,No,Mailed check,66.22,,No,no phone service,NO INTERNET,No,No,No,,,,Yes
CUST0200,Kevin Hoffman,Male,0,Yes,Yes,33,,No,,58.80,,No,,No,Yes,,Yes,Yes,,,no
CUST0201,Aaron Reyes,Male,1,,,17,Two Year,,Credit card (automatic),78.33,1663.08,No,no phone service,Fiber optic,Yes,Yes,,Yes,No,,No
CUST0202,Walter Ali,MALE,0,NO,,71,,YES,Bank Transfer,twenty,,,,,,No,,,,No,yes
CUST0203,Cynthia Newman,,0,,No,71,Month-to-month,NO,Bank Transfer,,,Yes,,,,Yes,,No,,Yes,Yes
CUST0204,Marisa Allen,Male,0,YES,Yes,68,Month-to-month,,Electronic Check,twenty,"1,000.50",,Yes,No,No,Yes,No,No,,,No
CUST0205,David Rodriguez,Male,1,No,Yes,62,Month-to-month,YES,Bank Transfer,,"1,000.50",Yes,No,NO INTERNET,,Yes,,,Yes,,No
CUST0206,Jerry Parks DVM,,0,No,,40,One year,YES,,twenty,,,Yes,Fiber optic,No,Yes,No,No,No,,no
CUST0207,William Schneider,female,0,NO,No,54,Month-to-month,No,Credit card (automatic),108.66,,Yes,no phone service,NO INTERNET,Yes,Yes,,Yes,No,Yes,
CUST0208,Pamela Bowers,MALE,1,No,,12,Two Year,Yes,Electronic Check,twenty,,No,No,,Yes,Yes,Yes,No,No,Yes,no
CUST0209,Ronnie Grant,female,1,No,Yes,44,month to month,No,Bank Transfer,twenty,"1,000.50",,No,No,,,No,No,,,No
CUST0210,Rebecca Huff,female,0,,,12,Month-to-month,NO,Bank Transfer,99.86,,No,,NO INTERNET,Yes,No,,,,No,
CUST0211,Jonathan Hardy,Male,1,No,,71,One year,Yes,Credit card (automatic),118.85,"1,000.50",,,DSL,Yes,Yes,No,Yes,,,
CUST0212,Kevin Snow,MALE,0,NO,,36,Month-to-month,NO,Electronic Check,,,No,No,DSL,No,No,,,No,,Yes
CUST0213,Laura Ford,female,1,,,28,,No,Bank Transfer,twenty,,No,no phone service,Fiber optic,Yes,,No,,Yes,No,
CUST0214,Haley Calderon,FEMALE,1,YES,No,7,month to month,Yes,Mailed check,,448.02,,No,NO INTERNET,Yes,Yes,No,No,,No,Yes
CUST0215,Carolyn Peterson,female,1,NO,,32,,,Bank Transfer,,,,no phone service,,Yes,Yes,No,No,,,
CUST0216,Jennifer Williams,female,0,,Yes,17,month to month,Yes,Credit card (automatic),twenty,,Yes,no phone service,NO INTERNET,No,Yes,No,,,,Yes
CUST0217,Miss Donna Jones,Male,0,YES,,24,month to month,,,twenty,,,,No,No,Yes,Yes,No,,No,
CUST0218,Joan Hayes,female,1,No,,21,month to month,No,,twenty,,Yes,,,No,No,No,No,,No,Yes
CUST0219,Patrick Russell,,1,Yes,,51,One year,No,Electronic Check,96.47,6003.73,Yes,No,No,No,,,,Yes,No,no
CUST0220,Troy Sanders,MALE,1,YES,No,36,month to month,No,Electronic Check,twenty,990.14,No,no phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,
CUST0221,Gary Wells,FEMALE,0,,Yes,65,One year,NO,Credit card (automatic),twenty,,No,no phone service,NO INTERNET,No,Yes,Yes,,,No,yes
CUST0222,Melody Butler,Male,0,,Yes,32,,NO,Mailed check,112.84,2488.76,Yes,No,NO INTERNET,Yes,,Yes,No,,No,
CUST0223,Sharon Ruiz,female,0,NO,No,8,Month-to-month,NO,Bank Transfer,,"1,000.50",Yes,No,NO INTERNET,Yes,,Yes,,,,No
CUST0224,Ethan Combs,FEMALE,1,,No,65,Two Year,No,,65.01,"1,000.50",Yes,No,,No,No,Yes,Yes,Yes,Yes,No
CUST0225,Molly Hunter,FEMALE,1,Yes,No,31,,NO,,twenty,,No,No,No,No,,No,,,Yes,yes
CUST0226,Tricia Williams,FEMALE,1,No,Yes,38,One year,No,,92.16,,No,no phone service,NO INTERNET,No,,No,No,,Yes,no
CUST0227,Michael Lewis,,0,,Yes,48,,YES,Bank Transfer,,"1,000.50",Yes,No,NO INTERNET,Yes,No,No,,No,,yes
CUST0228,Diane Dixon,female,0,Yes,Yes,62,Two Year,YES,Mailed check,52.93,"1,000.50",No,,,,No,No,Yes,No,Yes,No
CUST0229,Alexis Warner,FEMALE,0,NO,No,37,Two Year,No,Credit card (automatic),twenty,,No,Yes,DSL,No,,Yes,,,,No
CUST0230,Jason Berg,female,0,NO,,50,Month-to-month,NO,Bank Transfer,twenty,,Yes,,Fiber optic,No,Yes,No,Yes,Yes,No,No
CUST0231,Andrew Holmes,,1,,,45,Month-to-month,No,Credit card (automatic),,,Yes,no phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
CUST0232,Tracy Bryant,FEMALE,1,NO,No,4,Month-to-month,,Electronic Check,,,,no phone service,DSL,Yes,,Yes,Yes,No,,yes
CUST0233,Daniel Morgan,Male,1,No,No,48,One year,No,Mailed check,twenty,,,Yes,No,No,,Yes,No,,Yes,Yes
CUST0234,Dawn Cohen,Male,0,NO,Yes,54,,No,,,"1,000.50",No,no phone service,Fiber optic,Yes,No,No,,,,yes
CUST0235,Heidi Kirk,FEMALE,1,,No,33,month to month,,,117.80,,Yes,no phone service,No,Yes,No,No,No,,No,Yes
CUST0236,Melody Willis,FEMALE,0,YES,,35,Month-to-month,,Credit card (automatic),118.03,3739.47,Yes,No,NO INTERNET,Yes,Yes,,,,Yes,
CUST0237,Bethany Ward,Male,1,,,51,Month-to-month,NO,Credit card (automatic),,1631.33,No,No,DSL,Yes,,Yes,,No,,Yes
CUST0238,Ryan Morris,,0,YES,,54,Two Year,YES,Electronic Check,68.94,,No,no phone service,Fiber optic,No,No,,,No,,no
CUST0239,Melanie Trevino,female,0,,,36,One year,No,Mailed check,twenty,,No,No,DSL,,No,,,Yes,,
CUST0240,Annette White,female,1,YES,,20,One year,No,Electronic Check,twenty,,Yes,No,,,,Yes,No,Yes,No,Yes
CUST0241,Douglas Wallace,female,1,YES,,61,One year,NO,Mailed check,,4466.89,No,,DSL,No,Yes,Yes,,,,Yes
CUST0242,Cynthia Smith,MALE,1,YES,No,41,One year,No,Mailed check,,,Yes,No,NO INTERNET,Yes,No,No,No,,No,no
CUST0243,Nicole Lowery,female,1,Yes,,45,One year,NO,Electronic Check,71.86,1824.19,,,NO INTERNET,,Yes,,Yes,Yes,,No
CUST0244,Melissa Hall,Male,1,,No,63,,No,Bank Transfer,31.82,,,no phone service,NO INTERNET,,,,Yes,Yes,Yes,
CUST0245,Jeffrey Robertson,MALE,1,,No,46,month to month,No,Credit card (automatic),54.87,,No,No,,No,Yes,Yes,Yes,,,No
CUST0246,Lisa Alexander,,1,YES,No,16,,NO,Mailed check,72.37,1152.06,No,Yes,DSL,,Yes,No,No,,,no
CUST0247,Veronica Weaver,Male,0,Yes,,28,Two Year,,Credit card (automatic),,,Yes,no phone service,DSL,,Yes,No,Yes,No,,no
CUST0248,Gregory Williams,FEMALE,1,,,53,,No,,twenty,6087.23,No,Yes,Fiber optic,,Yes,No,,,Yes,
CUST0249,Brian Mcclure,female,1,No,,63,,Yes,Electronic Check,twenty,"1,000.50",No,no phone service,Fiber optic,No,Yes,No,,No,No,yes
CUST0250,Miranda Lopez,MALE,0,No,Yes,2,,YES,Credit card (automatic),117.49,"1,000.50",,no phone service,,Yes,Yes,Yes,No,Yes,,
CUST0251,James Brown,Male,1,Yes,Yes,65,month to month,,,twenty,1259.02,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,,Yes,
CUST0252,Mr. John Bolton,female,0,NO,No,20,month to month,No,Credit card (automatic),,1539.28,No,No,DSL,No,Yes,,,,,yes
CUST0253,Keith Dunn,MALE,0,NO,,13,month to month,NO,Electronic Check,69.58,802.91,No,Yes,Fiber optic,Yes,,,Yes,,,yes
CUST0254,Joshua Roberson,FEMALE,0,,Yes,13,One year,,Electronic Check,twenty,"1,000.50",No,,NO INTERNET,No,,,No,Yes,,no
CUST0255,Kelly Bishop,,0,Yes,,48,One year,,Electronic Check,,"1,000.50",Yes,,Fiber optic,No,Yes,,,,,
CUST0256,Matthew Wright,FEMALE,0,Yes,,43,,,Bank Transfer,,"1,000.50",No,,DSL,Yes,Yes,,Yes,,Yes,yes
CUST0257,Gabriel Jackson,female,0,Yes,,21,One year,YES,Credit card (automatic),24.28,"1,000.50",No,no phone service,DSL,,Yes,,,No,,Yes
CUST0258,Lindsey Duncan,,0,YES,,70,Month-to-month,No,Credit card (automatic),46.24,5093.70,Yes,Yes,NO INTERNET,Yes,No,No,No,Yes,,yes
CUST0259,John Randolph,,0,Yes,Yes,12,One year,NO,,twenty,,Yes,No,DSL,,No,,Yes,,Yes,yes
CUST0260,Melanie Francis,MALE,1,No,,38,,NO,Electronic Check,twenty,"1,000.50",Yes,No,,Yes,No,Yes,Yes,No,No,
CUST0261,Amanda Park,MALE,0,,,2,Month-to-month,NO,Credit card (automatic),,,,no phone service,DSL,Yes,Yes,,Yes,No,,No
CUST0262,Katrina Barnes,Male,1,Yes,Yes,29,Month-to-month,,Bank Transfer,twenty,,No,No,NO INTERNET,,Yes,,No,,Yes,Yes
CUST0263,Andrea Newman,female,1,NO,,22,,YES,,twenty,"1,000.50",,no phone service,,Yes,No,,No,Yes,,
CUST0264,Emily Weaver,female,0,YES,No,6,month to month,Yes,Credit card (automatic),21.38,"1,000.50",,No,No,,,No,No,Yes,,
CUST0265,Andrew Powers,female,1,NO,Yes,24,Two Year,No,Bank Transfer,twenty,,,Yes,DSL,Yes,No,,,No,,no
CUST0266,Charlotte Padilla,Male,0,NO,No,44,Month-to-month,YES,Bank Transfer,,"1,000.50",No,Yes,Fiber optic,No,No,No,,,No,No
CUST0267,Heidi Taylor,,1,No,,44,,YES,Mailed check,102.84,,No,no phone service,Fiber optic,,Yes,No,,,Yes,
CUST0268,Walter Holland,Male,0,YES,No,23,Two Year,Yes,,twenty,,,No,NO INTERNET,,No,No,,,No,
CUST0269,William Nguyen DVM,female,0,YES,No,69,Two Year,,Bank Transfer,,,,no phone service,NO INTERNET,Yes,,,,No,,Yes
CUST0270,Crystal Brennan,MALE,0,Yes,Yes,16,,No,Mailed check,,1543.01,,,DSL,,No,Yes,No,Yes,,
CUST0271,Ricardo Branch,MALE,1,NO,,14,,No,Credit card (automatic),,"1,000.50",Yes,No,DSL,Yes,No,No,No,Yes,No,
CUST0272,Veronica Cole,MALE,0,No,Yes,13,month to month,Yes,Electronic Check,twenty,,,Yes,DSL,Yes,Yes,,No,,No,
CUST0273,Patrick Hunter,,1,NO,No,42,Two Year,Yes,Mailed check,,,No,,No,,Yes,Yes,No,,Yes,Yes
CUST0274,Richard Kelly,,1,NO,,35,Month-to-month,YES,Mailed check,26.02,,,no phone service,Fiber optic,No,No,,No,No,No,No
CUST0275,Caleb Olson,FEMALE,1,Yes,,3,Two Year,NO,Electronic Check,,,No,no phone service,Fiber optic,No,No,No,Yes,,Yes,yes
CUST0276,Cody Gould,FEMALE,1,NO,,7,Month-to-month,No,Mailed check,114.06,,No,no phone service,No,,,No,No,Yes,No,
CUST0277,Aaron Russell,Male,1,Yes,,16,,Yes,Mailed check,twenty,,No,No,,Yes,Yes,,,,,
CUST0278,Timothy Hatfield,MALE,1,No,Yes,7,Two Year,,Bank Transfer,,"1,000.50",Yes,,DSL,Yes,Yes,,No,,Yes,
CUST0279,Cassandra Cobb,MALE,1,NO,,1,,Yes,Credit card (automatic),twenty,,,no phone service,DSL,No,No,,,,,No
CUST0280,Renee Hess,Male,1,Yes,,1,One year,NO,,,,,,NO INTERNET,,,Yes,Yes,No,Yes,No
CUST0281,Harry Francis,,1,,No,8,month to month,No,,78.51,,No,,NO INTERNET,,Yes,,,No,,
CUST0282,Sara Robertson,MALE,1,Yes,Yes,62,One year,NO,,twenty,"1,000.50",,No,NO INTERNET,,No,Yes,,,,
CUST0283,Jennifer Smith,Male,0,YES,Yes,45,,,Credit card (automatic),28.18,,,Yes,No,Yes,,,No,,Yes,No
CUST0284,Miss Erica Walker,,0,YES,Yes,16,month to month,,Mailed check,twenty,,Yes,No,Fiber optic,No,Yes,No,Yes,,Yes,No
CUST0285,Vanessa Adams,,0,Yes,,16,One year,No,Credit card (automatic),,"1,000.50",,no phone service,,No,,,No,,Yes,No
CUST0286,Guy Underwood,FEMALE,1,No,No,4,One year,,Credit card (automatic),100.59,,,No,No,,Yes,,,Yes,No,
CUST0287,James Young,FEMALE,1,,Yes,46,,Yes,Electronic Check,44.73,"1,000.50",Yes,Yes,NO INTERNET,,Yes,Yes,,Yes,,Yes
CUST0288,Mark Johnson,Male,1,No,Yes,45,Month-to-month,No,Mailed check,,,No,Yes,DSL,No,Yes,,Yes,Yes,,
CUST0289,Angela Scott,,1,,,6,,Yes,Bank Transfer,twenty,691.28,Yes,Yes,DSL,No,No,Yes,,,No,no
CUST0290,Jacob Carson,MALE,1,YES,Yes,37,month to month,No,,43.42,"1,000.50",No,,No,No,Yes,Yes,Yes,,No,yes
CUST0291,Daniel Smith,Male,1,YES,Yes,48,Two Year,No,Mailed check,33.55,"1,000.50",No,no phone service,DSL,No,No,Yes,No,,No,No
CUST0490,Ashley Guerra,female,0,YES,Yes,21,,NO,Mailed check,twenty,,,no phone service,Fiber optic,No,Yes,,,,Yes,
CUST0292,Cassandra Sosa,MALE,0,YES,,18,One year,Yes,Credit card (automatic),74.58,,,no phone service,No,No,No,Yes,Yes,Yes,No,
CUST0293,Sara Castaneda,MALE,0,Yes,,14,Two Year,No,Electronic Check,22.51,"1,000.50",,Yes,,No,,Yes,No,,,
CUST0294,Mark Santiago,Male,1,NO,,14,One year,No,Electronic Check,twenty,"1,000.50",,No,NO INTERNET,,Yes,Yes,No,No,,No
CUST0295,Jessica Goodwin,,0,No,,9,,Yes,Electronic Check,44.47,,No,No,Fiber optic,Yes,Yes,No,Yes,,No,
CUST0296,Mary Vaughn,,0,Yes,No,1,Month-to-month,No,Bank Transfer,,,No,,,,No,,No,No,No,No
CUST0297,Sharon Lowery,FEMALE,1,,,55,month to month,Yes,Credit card (automatic),115.44,,Yes,no phone service,DSL,,Yes,,,,No,no
CUST0298,Stephanie Walker,MALE,1,YES,No,61,One year,No,Mailed check,,"1,000.50",No,no phone service,Fiber optic,Yes,,No,Yes,,Yes,Yes
CUST0299,Stephanie Olson,FEMALE,1,NO,No,53,One year,NO,Bank Transfer,twenty,,Yes,no phone service,NO INTERNET,No,,Yes,,No,Yes,
CUST0300,Misty Hampton,FEMALE,0,Yes,,57,month to month,,Mailed check,twenty,"1,000.50",,No,Fiber optic,No,,Yes,Yes,,No,
CUST0301,Melissa Wood,female,0,No,No,45,Month-to-month,No,,107.68,,Yes,,No,,Yes,,Yes,,,
CUST0302,Gregory Harris,FEMALE,1,,No,25,,YES,Credit card (automatic),103.72,,No,no phone service,,No,No,Yes,,Yes,,
CUST0303,Lisa Farrell,Male,1,YES,No,37,month to month,NO,Electronic Check,,,Yes,Yes,NO INTERNET,,No,No,,No,Yes,
CUST0304,Ronald Johnson,female,0,NO,,69,month to month,YES,,twenty,"1,000.50",No,No,NO INTERNET,Yes,No,Yes,Yes,,No,no
CUST0305,Cynthia Clark,,1,YES,,63,One year,NO,Bank Transfer,twenty,3299.25,Yes,Yes,DSL,No,,No,Yes,,No,
CUST0306,Daniel Price,,0,,No,60,Two Year,,Mailed check,89.49,2882.33,,no phone service,No,,,Yes,No,Yes,No,no
CUST0307,Pamela Vincent,Male,1,NO,,48,,NO,Bank Transfer,21.97,,Yes,no phone service,,No,Yes,No,Yes,No,Yes,Yes
CUST0308,Alexa Davis,MALE,0,Yes,,13,One year,Yes,Credit card (automatic),twenty,,No,no phone service,NO INTERNET,No,No,,No,,,Yes
CUST0309,Jennifer York,Male,1,Yes,,21,One year,NO,Credit card (automatic),twenty,"1,000.50",No,Yes,No,,No,,,No,Yes,yes
CUST0310,Daniel Rodriguez DVM,MALE,0,,No,38,month to month,No,Credit card (automatic),twenty,,Yes,no phone service,DSL,,Yes,Yes,,Yes,Yes,
CUST0311,Gavin Baker,Male,1,YES,,60,month to month,NO,Mailed check,,1831.77,,no phone service,NO INTERNET,No,No,No,No,,,Yes
CUST0312,Philip Hodge,Male,0,No,Yes,44,month to month,,,,"1,000.50",No,no phone service,No,No,No,No,,Yes,,
CUST0313,Brittany Carr,MALE,0,,,57,Two Year,,Electronic Check,,"1,000.50",,No,NO INTERNET,No,No,Yes,,Yes,,
CUST0314,Heidi Jenkins,FEMALE,0,,No,21,One year,,Mailed check,88.28,"1,000.50",No,,No,Yes,,No,,Yes,No,
CUST0315,Scott Potter,FEMALE,0,YES,Yes,59,Month-to-month,No,,114.64,5916.63,,Yes,No,Yes,,No,,,Yes,No
CUST0316,Roberto Robinson,FEMALE,0,Yes,No,52,One year,,Credit card (automatic),twenty,,No,no phone service,,No,Yes,,No,Yes,No,Yes
CUST0317,Christian Wilson,MALE,0,,No,32,One year,YES,,25.28,923.42,Yes,Yes,Fiber optic,No,,No,,,No,No
CUST0318,Joann Smith,MALE,1,No,,55,Two Year,No,Credit card (automatic),38.32,,,Yes,,,Yes,Yes,No,,,No
CUST0319,James Madden,FEMALE,0,,No,63,Month-to-month,,Mailed check,32.66,,Yes,No,Fiber optic,Yes,No,No,,Yes,Yes,no
CUST0320,Heather Carey,MALE,0,YES,,47,Two Year,YES,Mailed check,106.85,,Yes,Yes,,Yes,No,Yes,Yes,,No,
CUST0321,Mrs. Heather Mcguire MD,female,1,,Yes,14,Month-to-month,Yes,Bank Transfer,twenty,,Yes,,NO INTERNET,No,,,No,,,no
CUST0322,Susan Gilmore,female,1,Yes,,38,One year,Yes,Electronic Check,,"1,000.50",No,no phone service,Fiber optic,No,No,,No,Yes,No,
CUST0323,Scott Johnson,,0,No,,70,Month-to-month,No,Credit card (automatic),twenty,,Yes,No,No,No,Yes,Yes,No,,No,no
CUST0324,Brittany Pena,female,0,,,49,One year,YES,Mailed check,,,Yes,No,NO INTERNET,Yes,No,No,No,Yes,No,
CUST0325,James Contreras,MALE,1,NO,,24,,Yes,,,"1,000.50",,no phone service,NO INTERNET,No,No,Yes,,No,Yes,
CUST0326,Jacqueline Anderson,Male,0,YES,,29,,YES,,twenty,"1,000.50",No,No,Fiber optic,Yes,No,No,Yes,,Yes,Yes
CUST0327,Kyle Carroll,FEMALE,1,No,Yes,31,month to month,No,Credit card (automatic),,,No,No,NO INTERNET,Yes,,Yes,,,,No
CUST0328,Jennifer Robinson,MALE,0,NO,,47,month to month,No,Electronic Check,,1128.86,Yes,Yes,NO INTERNET,No,No,No,No,No,No,No
CUST0329,Anthony Anderson,Male,1,Yes,,38,Two Year,No,Electronic Check,twenty,1386.21,Yes,no phone service,,No,No,Yes,,No,,Yes
CUST0330,Marcus Knight,female,1,No,,67,month to month,NO,Credit card (automatic),,"1,000.50",,Yes,,No,,Yes,No,,Yes,No
CUST0331,Jeffrey Lynch,Male,1,NO,No,7,Month-to-month,YES,,,,No,no phone service,Fiber optic,No,,No,Yes,Yes,Yes,No
CUST0332,Christian Meyer,female,0,No,No,22,month to month,No,Credit card (automatic),twenty,1071.30,No,,DSL,,No,No,No,No,,yes
CUST0333,Bobby Williams,Male,0,NO,,36,One year,YES,Credit card (automatic),40.25,,,,Fiber optic,Yes,Yes,Yes,,,Yes,No
CUST0334,Anthony Sullivan,MALE,1,,Yes,12,,,Mailed check,twenty,"1,000.50",Yes,Yes,No,,,No,No,,Yes,
CUST0335,Vanessa Ward,,1,Yes,No,53,,,Electronic Check,59.14,,Yes,,DSL,,Yes,Yes,No,No,,No
CUST0336,Brandon Grant,female,0,No,,4,One year,No,,twenty,"1,000.50",No,No,Fiber optic,Yes,No,,Yes,,Yes,no
CUST0337,Natasha Holt,Male,1,NO,Yes,50,One year,,,twenty,2465.93,,,NO INTERNET,,No,No,No,Yes,,yes
CUST0338,Stephanie Martinez,,1,NO,Yes,69,Two Year,,,40.27,,No,Yes,NO INTERNET,No,No,No,Yes,Yes,No,No
CUST0339,Jonathan Owens,Male,0,NO,Yes,44,Month-to-month,Yes,Mailed check,112.31,2423.02,,No,Fiber optic,,,No,,,,
CUST0340,Patrick Robinson,MALE,1,NO,Yes,40,,Yes,Mailed check,twenty,2946.75,,Yes,DSL,,,No,,,,No
CUST0341,Pamela Bartlett,,1,YES,Yes,65,,YES,Electronic Check,twenty,4157.22,No,no phone service,NO INTERNET,No,No,,Yes,Yes,No,
CUST0342,Lee Taylor,FEMALE,1,Yes,No,62,One year,YES,Bank Transfer,twenty,1449.86,No,Yes,,No,,,Yes,No,No,Yes
CUST0343,Jennifer Strickland,FEMALE,1,YES,,67,month to month,YES,Electronic Check,,2983.04,No,Yes,Fiber optic,,No,No,No,Yes,Yes,no
CUST0344,William Hughes,female,1,YES,No,48,One year,NO,Mailed check,,,Yes,Yes,DSL,Yes,,,No,No,,
CUST0345,Robert Pearson,,0,Yes,Yes,30,,,Electronic Check,twenty,"1,000.50",,,NO INTERNET,No,Yes,Yes,Yes,Yes,Yes,
CUST0346,Shelley Coleman,MALE,1,YES,No,16,One year,NO,Credit card (automatic),,,Yes,Yes,No,,,Yes,Yes,,,yes
CUST0347,Carolyn Miller,FEMALE,1,,,3,Month-to-month,NO,Mailed check,twenty,,No,Yes,Fiber optic,No,,,,Yes,,no
CUST0348,Destiny Carson,,0,Yes,No,4,One year,,Electronic Check,45.21,153.96,,no phone service,NO INTERNET,,No,,No,,,No
CUST0349,Amber Crane,,0,YES,No,58,month to month,,Credit card (automatic),,,,,DSL,,,,Yes,No,,
CUST0350,John Wood,MALE,1,YES,,69,Month-to-month,Yes,,twenty,"1,000.50",Yes,no phone service,Fiber optic,No,No,,,,Yes,
CUST0351,Sharon Kelly,FEMALE,1,Yes,No,4,month to month,,Electronic Check,,,No,No,Fiber optic,Yes,,,,No,Yes,
CUST0352,Ernest Johnson,female,0,NO,,43,month to month,No,,twenty,1158.46,No,No,Fiber optic,Yes,No,,,No,Yes,
CUST0353,Thomas Thompson,,0,No,,57,month to month,NO,Credit card (automatic),twenty,5613.35,No,No,NO INTERNET,Yes,No,Yes,,,No,
CUST0354,Olivia Perez,female,1,No,No,57,Month-to-month,Yes,Electronic Check,,1731.69,Yes,No,DSL,No,,,Yes,,No,No
CUST0355,Matthew Martin,female,0,NO,Yes,71,Two Year,No,Electronic Check,,,Yes,,No,No,Yes,No,No,,,no
CUST0356,Jessica Griffin,Male,1,Yes,Yes,30,Month-to-month,No,Electronic Check,,,Yes,no phone service,Fiber optic,Yes,,No,Yes,,No,No
CUST0357,Ronald West,Male,1,,Yes,61,Two Year,No,,,,Yes,,NO INTERNET,No,,No,,,,
CUST0358,Jennifer Hall,,1,YES,,48,,YES,Mailed check,101.65,,No,Yes,,Yes,,,Yes,,,no
CUST0359,Elizabeth Jenkins,female,1,YES,No,65,Two Year,Yes,Electronic Check,twenty,6629.12,,No,No,No,,No,Yes,Yes,No,
CUST0360,Richard Howe,Male,1,,,4,month to month,,Mailed check,62.67,,No,,NO INTERNET,Yes,,,Yes,Yes,,
CUST0361,Jacob Johnson,FEMALE,1,YES,,33,One year,NO,Credit card (automatic),,3392.52,No,No,,No,No,No,Yes,No,Yes,No
CUST0362,Glenn Shaffer,MALE,0,No,,71,month to month,NO,,twenty,,Yes,No,Fiber optic,No,,,Yes,Yes,No,No
CUST0363,Michael Craig,Male,1,Yes,Yes,0,Month-to-month,No,Mailed check,twenty,0.00,Yes,,No,Yes,No,No,Yes,,Yes,Yes
CUST0364,Shannon Cunningham,,1,Yes,,40,Month-to-month,,Bank Transfer,58.54,2886.75,Yes,No,,,No,,Yes,Yes,,
CUST0365,Michael Ayala,,1,NO,,9,month to month,,,62.29,449.16,Yes,,NO INTERNET,No,No,No,,,No,
CUST0366,Dr. Keith Ayers,female,0,YES,Yes,9,month to month,NO,Bank Transfer,,,Yes,Yes,Fiber optic,,Yes,,Yes,,No,no
CUST0367,Lacey Bender,FEMALE,0,YES,No,24,Month-to-month,NO,,106.50,"1,000.50",Yes,,DSL,Yes,,,Yes,Yes,,
CUST0368,Matthew Pennington,MALE,1,,Yes,3,Two Year,No,Mailed check,56.40,63.69,,no phone service,No,Yes,No,No,No,Yes,,no
CUST0369,Kimberly Weber,Male,1,No,,71,One year,YES,,twenty,,Yes,,DSL,Yes,Yes,No,No,,No,No
CUST0370,Dylan Cortez,FEMALE,0,No,No,9,Two Year,YES,Bank Transfer,,,,No,,Yes,,No,No,,Yes,Yes
CUST0371,Scott Mcdaniel,female,1,,Yes,36,Two Year,,Credit card (automatic),84.74,,Yes,Yes,No,,No,No,,,,
CUST0372,Chelsea Valdez,,0,,Yes,61,Two Year,YES,Credit card (automatic),118.01,,No,No,Fiber optic,Yes,,Yes,,,,Yes
CUST0373,Daniel Browning,MALE,0,,Yes,52,,Yes,Credit card (automatic),69.64,,Yes,no phone service,No,Yes,No,Yes,Yes,,,no
CUST0374,Kenneth Walls,MALE,1,No,,18,month to month,No,Mailed check,73.67,,,no phone service,Fiber optic,Yes,,Yes,,,Yes,No
CUST0375,Kathleen Freeman,Male,0,YES,Yes,26,month to month,YES,Bank Transfer,,,No,,DSL,Yes,No,,Yes,Yes,Yes,
CUST0376,Wendy Beltran,Male,1,Yes,No,49,One year,No,,24.03,"1,000.50",Yes,no phone service,No,No,Yes,Yes,Yes,,,no
CUST0377,Nicole Chen,FEMALE,1,Yes,Yes,41,Two Year,NO,,twenty,"1,000.50",Yes,No,Fiber optic,,No,,,,Yes,yes
CUST0378,Richard Hernandez,,0,NO,,38,One year,,Electronic Check,109.20,"1,000.50",,Yes,No,,Yes,Yes,No,Yes,,
CUST0379,Angelica Park,Male,1,NO,Yes,50,Two Year,NO,Bank Transfer,85.01,"1,000.50",Yes,No,NO INTERNET,Yes,,,No,,No,no
CUST0380,John Cooley,FEMALE,1,NO,Yes,32,Month-to-month,NO,Credit card (automatic),,,Yes,no phone service,NO INTERNET,No,No,,Yes,Yes,,No
CUST0381,Jay Mooney,Male,0,,No,57,One year,YES,Bank Transfer,,,No,,,No,No,No,No,Yes,Yes,yes
CUST0382,Heather Jenkins,Male,1,YES,No,60,,Yes,Bank Transfer,114.43,"1,000.50",Yes,,DSL,Yes,Yes,Yes,Yes,,Yes,
CUST0383,Eric Benjamin,MALE,0,,,56,Two Year,YES,,117.15,2260.58,No,no phone service,DSL,,No,Yes,Yes,No,,No
CUST0384,Patrick Acevedo,FEMALE,0,No,No,32,,YES,Bank Transfer,58.47,"1,000.50",Yes,no phone service,No,,No,,Yes,,No,
CUST0385,David Adams,MALE,1,YES,No,69,,YES,Bank Transfer,90.68,4862.42,Yes,Yes,No,,No,,Yes,,Yes,no
CUST0386,James Wilson,Male,1,YES,,62,Month-to-month,NO,Bank Transfer,,,No,no phone service,,No,,,Yes,No,,
CUST0387,Amanda Allen,Male,1,No,Yes,32,Month-to-month,YES,Electronic Check,twenty,3099.04,Yes,,DSL,,,Yes,,Yes,No,no
