customer_id,customer_name,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
CUST0215,Carolyn Peterson,female,1,no,,32,,,bank transfer,67.59,1000.5,,no,,yes,yes,no,no,,,
CUST0216,Jennifer Williams,female,0,,yes,17,month to month,yes,credit card (automatic),67.59,1000.5,yes,no,none,no,yes,no,,,,yes
CUST0217,Miss Donna Jones,male,0,yes,,24,month to month,,,67.59,1000.5,,,no,no,yes,yes,no,,no,
CUST0218,Joan Hayes,female,1,no,,21,month to month,no,,67.59,1000.5,yes,,,no,no,no,no,,no,yes
CUST0219,Patrick Russell,,1,yes,,51,one year,no,electronic check,96.47,6003.73,yes,no,no,no,,,,yes,no,no
CUST0220,Troy Sanders,male,1,yes,no,36,month to month,no,electronic check,67.59,990.14,no,no,fiber optic,yes,yes,yes,yes,no,no,
CUST0221,Gary Wells,female,0,,yes,65,one year,no,credit card (automatic),67.59,1000.5,no,no,none,no,yes,yes,,,no,yes
CUST0222,Melody Butler,male,0,,yes,32,,no,mailed check,112.84,2488.76,yes,no,none,yes,,yes,no,,no,
CUST0223,Sharon Ruiz,female,0,no,no,8,month-to-month,no,bank transfer,67.59,1000.5,yes,no,none,yes,,yes,,,,no
CUST0224,Ethan Combs,female,1,,no,65,two year,no,,65.01,1000.5,yes,no,,no,no,yes,yes,yes,yes,no
CUST0225,Molly Hunter,female,1,yes,no,31,,no,,67.59,1000.5,no,no,no,no,,no,,,yes,yes
CUST0226,Tricia Williams,female,1,no,yes,38,one year,no,,92.16,1000.5,no,no,none,no,,no,no,,yes,no
CUST0227,Michael Lewis,,0,,yes,48,,yes,bank transfer,67.59,1000.5,yes,no,none,yes,no,no,,no,,yes
CUST0228,Diane Dixon,female,0,yes,yes,62,two year,yes,mailed check,52.93,1000.5,no,,,,no,no,yes,no,yes,no
CUST0229,Alexis Warner,female,0,no,no,37,two year,no,credit card (automatic),67.59,1000.5,no,yes,dsl,no,,yes,,,,no
CUST0230,Jason Berg,female,0,no,,50,month-to-month,no,bank transfer,67.59,1000.5,yes,,fiber optic,no,yes,no,yes,yes,no,no
CUST0231,Andrew Holmes,,1,,,45,month-to-month,no,credit card (automatic),67.59,1000.5,yes,no,dsl,yes,no,yes,yes,yes,yes,no
CUST0232,Tracy Bryant,female,1,no,no,4,month-to-month,,electronic check,67.59,1000.5,,no,dsl,yes,,yes,yes,no,,yes
CUST0233,Daniel Morgan,male,1,no,no,48,one year,no,mailed check,67.59,1000.5,,yes,no,no,,yes,no,,yes,yes
CUST0234,Dawn Cohen,male,0,no,yes,54,,no,,67.59,1000.5,no,no,fiber optic,yes,no,no,,,,yes
CUST0235,Heidi Kirk,female,1,,no,33,month to month,,,117.8,1000.5,yes,no,no,yes,no,no,no,,no,yes
CUST0236,Melody Willis,female,0,yes,,35,month-to-month,,credit card (automatic),118.03,3739.47,yes,no,none,yes,yes,,,,yes,
CUST0237,Bethany Ward,male,1,,,51,month-to-month,no,credit card (automatic),67.59,1631.33,no,no,dsl,yes,,yes,,no,,yes
CUST0238,Ryan Morris,,0,yes,,54,two year,yes,electronic check,68.94,1000.5,no,no,fiber optic,no,no,,,no,,no
CUST0239,Melanie Trevino,female,0,,,36,one year,no,mailed check,67.59,1000.5,no,no,dsl,,no,,,yes,,
CUST0240,Annette White,female,1,yes,,20,one year,no,electronic check,67.59,1000.5,yes,no,,,,yes,no,yes,no,yes
CUST0241,Douglas Wallace,female,1,yes,,61,one year,no,mailed check,67.59,4466.89,no,,dsl,no,yes,yes,,,,yes
CUST0242,Cynthia Smith,male,1,yes,no,41,one year,no,mailed check,67.59,1000.5,yes,no,none,yes,no,no,no,,no,no
CUST0243,Nicole Lowery,female,1,yes,,45,one year,no,electronic check,71.86,1824.19,,,none,,yes,,yes,yes,,no
CUST0244,Melissa Hall,male,1,,no,63,,no,bank transfer,31.82,1000.5,,no,none,,,,yes,yes,yes,
CUST0245,Jeffrey Robertson,male,1,,no,46,month to month,no,credit card (automatic),54.87,1000.5,no,no,,no,yes,yes,yes,,,no
CUST0246,Lisa Alexander,,1,yes,no,16,,no,mailed check,72.37,1152.06,no,yes,dsl,,yes,no,no,,,no
CUST0247,Veronica Weaver,male,0,yes,,28,two year,,credit card (automatic),67.59,1000.5,yes,no,dsl,,yes,no,yes,no,,no
CUST0248,Gregory Williams,female,1,,,53,,no,,67.59,6087.23,no,yes,fiber optic,,yes,no,,,yes,
CUST0249,Brian Mcclure,female,1,no,,63,,yes,electronic check,67.59,1000.5,no,no,fiber optic,no,yes,no,,no,no,yes
CUST0250,Miranda Lopez,male,0,no,yes,2,,yes,credit card (automatic),117.49,1000.5,,no,,yes,yes,yes,no,yes,,
CUST0251,James Brown,male,1,yes,yes,65,month to month,,,67.59,1259.02,yes,yes,fiber optic,yes,no,yes,yes,,yes,
CUST0252,Mr. John Bolton,female,0,no,no,20,month to month,no,credit card (automatic),67.59,1539.28,no,no,dsl,no,yes,,,,,yes
CUST0253,Keith Dunn,male,0,no,,13,month to month,no,electronic check,69.58,802.91,no,yes,fiber optic,yes,,,yes,,,yes
CUST0254,Joshua Roberson,female,0,,yes,13,one year,,electronic check,67.59,1000.5,no,,none,no,,,no,yes,,no
CUST0255,Kelly Bishop,,0,yes,,48,one year,,electronic check,67.59,1000.5,yes,,fiber optic,no,yes,,,,,
CUST0256,Matthew Wright,female,0,yes,,43,,,bank transfer,67.59,1000.5,no,,dsl,yes,yes,,yes,,yes,yes
CUST0257,Gabriel Jackson,female,0,yes,,21,one year,yes,credit card (automatic),24.28,1000.5,no,no,dsl,,yes,,,no,,yes
CUST0258,Lindsey Duncan,,0,yes,,70,month-to-month,no,credit card (automatic),46.24,5093.7,yes,yes,none,yes,no,no,no,yes,,yes
CUST0259,John Randolph,,0,yes,yes,12,one year,no,,67.59,1000.5,yes,no,dsl,,no,,yes,,yes,yes
CUST0260,Melanie Francis,male,1,no,,38,,no,electronic check,67.59,1000.5,yes,no,,yes,no,yes,yes,no,no,
CUST0261,Amanda Park,male,0,,,2,month-to-month,no,credit card (automatic),67.59,1000.5,,no,dsl,yes,yes,,yes,no,,no
CUST0262,Katrina Barnes,male,1,yes,yes,29,month-to-month,,bank transfer,67.59,1000.5,no,no,none,,yes,,no,,yes,yes
CUST0263,Andrea Newman,female,1,no,,22,,yes,,67.59,1000.5,,no,,yes,no,,no,yes,,
CUST0264,Emily Weaver,female,0,yes,no,6,month to month,yes,credit card (automatic),21.38,1000.5,,no,no,,,no,no,yes,,
CUST0265,Andrew Powers,female,1,no,yes,24,two year,no,bank transfer,67.59,1000.5,,yes,dsl,yes,no,,,no,,no
CUST0266,Charlotte Padilla,male,0,no,no,44,month-to-month,yes,bank transfer,67.59,1000.5,no,yes,fiber optic,no,no,no,,,no,no
CUST0267,Heidi Taylor,,1,no,,44,,yes,mailed check,102.84,1000.5,no,no,fiber optic,,yes,no,,,yes,
CUST0268,Walter Holland,male,0,yes,no,23,two year,yes,,67.59,1000.5,,no,none,,no,no,,,no,
CUST0269,William Nguyen DVM,female,0,yes,no,69,two year,,bank transfer,67.59,1000.5,,no,none,yes,,,,no,,yes
CUST0270,Crystal Brennan,male,0,yes,yes,16,,no,mailed check,67.59,1543.01,,,dsl,,no,yes,no,yes,,
CUST0271,Ricardo Branch,male,1,no,,14,,no,credit card (automatic),67.59,1000.5,yes,no,dsl,yes,no,no,no,yes,no,
CUST0272,Veronica Cole,male,0,no,yes,13,month to month,yes,electronic check,67.59,1000.5,,yes,dsl,yes,yes,,no,,no,
CUST0273,Patrick Hunter,,1,no,no,42,two year,yes,mailed check,67.59,1000.5,no,,no,,yes,yes,no,,yes,yes
CUST0274,Richard Kelly,,1,no,,35,month-to-month,yes,mailed check,26.02,1000.5,,no,fiber optic,no,no,,no,no,no,no
CUST0275,Caleb Olson,female,1,yes,,3,two year,no,electronic check,67.59,1000.5,no,no,fiber optic,no,no,no,yes,,yes,yes
CUST0276,Cody Gould,female,1,no,,7,month-to-month,no,mailed check,114.06,1000.5,no,no,no,,,no,no,yes,no,
CUST0277,Aaron Russell,male,1,yes,,16,,yes,mailed check,67.59,1000.5,no,no,,yes,yes,,,,,
CUST0278,Timothy Hatfield,male,1,no,yes,7,two year,,bank transfer,67.59,1000.5,yes,,dsl,yes,yes,,no,,yes,
CUST0279,Cassandra Cobb,male,1,no,,1,,yes,credit card (automatic),67.59,1000.5,,no,dsl,no,no,,,,,no
CUST0280,Renee Hess,male,1,yes,,1,one year,no,,67.59,1000.5,,,none,,,yes,yes,no,yes,no
CUST0281,Harry Francis,,1,,no,8,month to month,no,,78.51,1000.5,no,,none,,yes,,,no,,
CUST0282,Sara Robertson,male,1,yes,yes,62,one year,no,,67.59,1000.5,,no,none,,no,yes,,,,
CUST0283,Jennifer Smith,male,0,yes,yes,45,,,credit card (automatic),28.18,1000.5,,yes,no,yes,,,no,,yes,no
CUST0284,Miss Erica Walker,,0,yes,yes,16,month to month,,mailed check,67.59,1000.5,yes,no,fiber optic,no,yes,no,yes,,yes,no
CUST0285,Vanessa Adams,,0,yes,,16,one year,no,credit card (automatic),67.59,1000.5,,no,,no,,,no,,yes,no
CUST0286,Guy Underwood,female,1,no,no,4,one year,,credit card (automatic),100.59,1000.5,,no,no,,yes,,,yes,no,
CUST0287,James Young,female,1,,yes,46,,yes,electronic check,44.73,1000.5,yes,yes,none,,yes,yes,,yes,,yes
CUST0288,Mark Johnson,male,1,no,yes,45,month-to-month,no,mailed check,67.59,1000.5,no,yes,dsl,no,yes,,yes,yes,,
CUST0289,Angela Scott,,1,,,6,,yes,bank transfer,67.59,691.28,yes,yes,dsl,no,no,yes,,,no,no
CUST0290,Jacob Carson,male,1,yes,yes,37,month to month,no,,43.42,1000.5,no,,no,no,yes,yes,yes,,no,yes
CUST0291,Daniel Smith,male,1,yes,yes,48,two year,no,mailed check,33.55,1000.5,no,no,dsl,no,no,yes,no,,no,no
CUST0490,Ashley Guerra,female,0,yes,yes,21,,no,mailed check,67.59,1000.5,,no,fiber optic,no,yes,,,,yes,
CUST0292,Cassandra Sosa,male,0,yes,,18,one year,yes,credit card (automatic),74.58,1000.5,,no,no,no,no,yes,yes,yes,no,
CUST0293,Sara Castaneda,male,0,yes,,14,two year,no,electronic check,22.51,1000.5,,yes,,no,,yes,no,,,
CUST0294,Mark Santiago,male,1,no,,14,one year,no,electronic check,67.59,1000.5,,no,none,,yes,yes,no,no,,no
CUST0295,Jessica Goodwin,,0,no,,9,,yes,electronic check,44.47,1000.5,no,no,fiber optic,yes,yes,no,yes,,no,
CUST0296,Mary Vaughn,,0,yes,no,1,month-to-month,no,bank transfer,67.59,1000.5,no,,,,no,,no,no,no,no
CUST0297,Sharon Lowery,female,1,,,55,month to month,yes,credit card (automatic),115.44,1000.5,yes,no,dsl,,yes,,,,no,no
CUST0298,Stephanie Walker,male,1,yes,no,61,one year,no,mailed check,67.59,1000.5,no,no,fiber optic,yes,,no,yes,,yes,yes
CUST0299,Stephanie Olson,female,1,no,no,53,one year,no,bank transfer,67.59,1000.5,yes,no,none,no,,yes,,no,yes,
CUST0300,Misty Hampton,female,0,yes,,57,month to month,,mailed check,67.59,1000.5,,no,fiber optic,no,,yes,yes,,no,
CUST0301,Melissa Wood,female,0,no,no,45,month-to-month,no,,107.68,1000.5,yes,,no,,yes,,yes,,,
CUST0302,Gregory Harris,female,1,,no,25,,yes,credit card (automatic),103.72,1000.5,no,no,,no,no,yes,,yes,,
CUST0303,Lisa Farrell,male,1,yes,no,37,month to month,no,electronic check,67.59,1000.5,yes,yes,none,,no,no,,no,yes,
CUST0304,Ronald Johnson,female,0,no,,69,month to month,yes,,67.59,1000.5,no,no,none,yes,no,yes,yes,,no,no
CUST0305,Cynthia Clark,,1,yes,,63,one year,no,bank transfer,67.59,3299.25,yes,yes,dsl,no,,no,yes,,no,
CUST0306,Daniel Price,,0,,no,60,two year,,mailed check,89.49,2882.33,,no,no,,,yes,no,yes,no,no
CUST0307,Pamela Vincent,male,1,no,,48,,no,bank transfer,21.97,1000.5,yes,no,,no,yes,no,yes,no,yes,yes
CUST0308,Alexa Davis,male,0,yes,,13,one year,yes,credit card (automatic),67.59,1000.5,no,no,none,no,no,,no,,,yes
CUST0309,Jennifer York,male,1,yes,,21,one year,no,credit card (automatic),67.59,1000.5,no,yes,no,,no,,,no,yes,yes
CUST0310,Daniel Rodriguez DVM,male,0,,no,38,month to month,no,credit card (automatic),67.59,1000.5,yes,no,dsl,,yes,yes,,yes,yes,
CUST0311,Gavin Baker,male,1,yes,,60,month to month,no,mailed check,67.59,1831.77,,no,none,no,no,no,no,,,yes
CUST0312,Philip Hodge,male,0,no,yes,44,month to month,,,67.59,1000.5,no,no,no,no,no,no,,yes,,
CUST0313,Brittany Carr,male,0,,,57,two year,,electronic check,67.59,1000.5,,no,none,no,no,yes,,yes,,
CUST0314,Heidi Jenkins,female,0,,no,21,one year,,mailed check,88.28,1000.5,no,,no,yes,,no,,yes,no,
CUST0315,Scott Potter,female,0,yes,yes,59,month-to-month,no,,114.64,5916.63,,yes,no,yes,,no,,,yes,no
CUST0316,Roberto Robinson,female,0,yes,no,52,one year,,credit card (automatic),67.59,1000.5,no,no,,no,yes,,no,yes,no,yes
CUST0317,Christian Wilson,male,0,,no,32,one year,yes,,25.28,923.42,yes,yes,fiber optic,no,,no,,,no,no
CUST0318,Joann Smith,male,1,no,,55,two year,no,credit card (automatic),38.32,1000.5,,yes,,,yes,yes,no,,,no
CUST0319,James Madden,female,0,,no,63,month-to-month,,mailed check,32.66,1000.5,yes,no,fiber optic,yes,no,no,,yes,yes,no
CUST0320,Heather Carey,male,0,yes,,47,two year,yes,mailed check,106.85,1000.5,yes,yes,,yes,no,yes,yes,,no,
CUST0321,Mrs. Heather Mcguire MD,female,1,,yes,14,month-to-month,yes,bank transfer,67.59,1000.5,yes,,none,no,,,no,,,no
CUST0322,Susan Gilmore,female,1,yes,,38,one year,yes,electronic check,67.59,1000.5,no,no,fiber optic,no,no,,no,yes,no,
CUST0323,Scott Johnson,,0,no,,70,month-to-month,no,credit card (automatic),67.59,1000.5,yes,no,no,no,yes,yes,no,,no,no
CUST0324,Brittany Pena,female,0,,,49,one year,yes,mailed check,67.59,1000.5,yes,no,none,yes,no,no,no,yes,no,
CUST0325,James Contreras,male,1,no,,24,,yes,,67.59,1000.5,,no,none,no,no,yes,,no,yes,
CUST0326,Jacqueline Anderson,male,0,yes,,29,,yes,,67.59,1000.5,no,no,fiber optic,yes,no,no,yes,,yes,yes
CUST0327,Kyle Carroll,female,1,no,yes,31,month to month,no,credit card (automatic),67.59,1000.5,no,no,none,yes,,yes,,,,no
CUST0328,Jennifer Robinson,male,0,no,,47,month to month,no,electronic check,67.59,1128.86,yes,yes,none,no,no,no,no,no,no,no
CUST0329,Anthony Anderson,male,1,yes,,38,two year,no,electronic check,67.59,1386.21,yes,no,,no,no,yes,,no,,yes
CUST0330,Marcus Knight,female,1,no,,67,month to month,no,credit card (automatic),67.59,1000.5,,yes,,no,,yes,no,,yes,no
CUST0331,Jeffrey Lynch,male,1,no,no,7,month-to-month,yes,,67.59,1000.5,no,no,fiber optic,no,,no,yes,yes,yes,no
CUST0332,Christian Meyer,female,0,no,no,22,month to month,no,credit card (automatic),67.59,1071.3,no,,dsl,,no,no,no,no,,yes
CUST0333,Bobby Williams,male,0,no,,36,one year,yes,credit card (automatic),40.25,1000.5,,,fiber optic,yes,yes,yes,,,yes,no
CUST0334,Anthony Sullivan,male,1,,yes,12,,,mailed check,67.59,1000.5,yes,yes,no,,,no,no,,yes,
CUST0335,Vanessa Ward,,1,yes,no,53,,,electronic check,59.14,1000.5,yes,,dsl,,yes,yes,no,no,,no
CUST0336,Brandon Grant,female,0,no,,4,one year,no,,67.59,1000.5,no,no,fiber optic,yes,no,,yes,,yes,no
CUST0337,Natasha Holt,male,1,no,yes,50,one year,,,67.59,2465.93,,,none,,no,no,no,yes,,yes
CUST0338,Stephanie Martinez,,1,no,yes,69,two year,,,40.27,1000.5,no,yes,none,no,no,no,yes,yes,no,no
CUST0339,Jonathan Owens,male,0,no,yes,44,month-to-month,yes,mailed check,112.31,2423.02,,no,fiber optic,,,no,,,,
CUST0340,Patrick Robinson,male,1,no,yes,40,,yes,mailed check,67.59,2946.75,,yes,dsl,,,no,,,,no
CUST0341,Pamela Bartlett,,1,yes,yes,65,,yes,electronic check,67.59,4157.22,no,no,none,no,no,,yes,yes,no,
CUST0342,Lee Taylor,female,1,yes,no,62,one year,yes,bank transfer,67.59,1449.86,no,yes,,no,,,yes,no,no,yes
CUST0343,Jennifer Strickland,female,1,yes,,67,month to month,yes,electronic check,67.59,2983.04,no,yes,fiber optic,,no,no,no,yes,yes,no
CUST0344,William Hughes,female,1,yes,no,48,one year,no,mailed check,67.59,1000.5,yes,yes,dsl,yes,,,no,no,,
CUST0345,Robert Pearson,,0,yes,yes,30,,,electronic check,67.59,1000.5,,,none,no,yes,yes,yes,yes,yes,
CUST0346,Shelley Coleman,male,1,yes,no,16,one year,no,credit card (automatic),67.59,1000.5,yes,yes,no,,,yes,yes,,,yes
CUST0347,Carolyn Miller,female,1,,,3,month-to-month,no,mailed check,67.59,1000.5,no,yes,fiber optic,no,,,,yes,,no
CUST0348,Destiny Carson,,0,yes,no,4,one year,,electronic check,45.21,153.96,,no,none,,no,,no,,,no
CUST0349,Amber Crane,,0,yes,no,58,month to month,,credit card (automatic),67.59,1000.5,,,dsl,,,,yes,no,,
CUST0350,John Wood,male,1,yes,,69,month-to-month,yes,,67.59,1000.5,yes,no,fiber optic,no,no,,,,yes,
CUST0351,Sharon Kelly,female,1,yes,no,4,month to month,,electronic check,67.59,1000.5,no,no,fiber optic,yes,,,,no,yes,
CUST0352,Ernest Johnson,female,0,no,,43,month to month,no,,67.59,1158.46,no,no,fiber optic,yes,no,,,no,yes,
CUST0353,Thomas Thompson,,0,no,,57,month to month,no,credit card (automatic),67.59,5613.35,no,no,none,yes,no,yes,,,no,
CUST0354,Olivia Perez,female,1,no,no,57,month-to-month,yes,electronic check,67.59,1731.69,yes,no,dsl,no,,,yes,,no,no
CUST0355,Matthew Martin,female,0,no,yes,71,two year,no,electronic check,67.59,1000.5,yes,,no,no,yes,no,no,,,no
CUST0356,Jessica Griffin,male,1,yes,yes,30,month-to-month,no,electronic check,67.59,1000.5,yes,no,fiber optic,yes,,no,yes,,no,no
CUST0357,Ronald West,male,1,,yes,61,two year,no,,67.59,1000.5,yes,,none,no,,no,,,,
CUST0358,Jennifer Hall,,1,yes,,48,,yes,mailed check,101.65,1000.5,no,yes,,yes,,,yes,,,no
CUST0359,Elizabeth Jenkins,female,1,yes,no,65,two year,yes,electronic check,67.59,6629.12,,no,no,no,,no,yes,yes,no,
CUST0360,Richard Howe,male,1,,,4,month to month,,mailed check,62.67,1000.5,no,,none,yes,,,yes,yes,,
CUST0361,Jacob Johnson,female,1,yes,,33,one year,no,credit card (automatic),67.59,3392.52,no,no,,no,no,no,yes,no,yes,no
CUST0362,Glenn Shaffer,male,0,no,,71,month to month,no,,67.59,1000.5,yes,no,fiber optic,no,,,yes,yes,no,no
CUST0363,Michael Craig,male,1,yes,yes,0,month-to-month,no,mailed check,67.59,0.0,yes,,no,yes,no,no,yes,,yes,yes
CUST0364,Shannon Cunningham,,1,yes,,40,month-to-month,,bank transfer,58.54,2886.75,yes,no,,,no,,yes,yes,,
CUST0365,Michael Ayala,,1,no,,9,month to month,,,62.29,449.16,yes,,none,no,no,no,,,no,
CUST0366,Dr. Keith Ayers,female,0,yes,yes,9,month to month,no,bank transfer,67.59,1000.5,yes,yes,fiber optic,,yes,,yes,,no,no
CUST0367,Lacey Bender,female,0,yes,no,24,month-to-month,no,,106.5,1000.5,yes,,dsl,yes,,,yes,yes,,
CUST0368,Matthew Pennington,male,1,,yes,3,two year,no,mailed check,56.4,63.69,,no,no,yes,no,no,no,yes,,no
CUST0369,Kimberly Weber,male,1,no,,71,one year,yes,,67.59,1000.5,yes,,dsl,yes,yes,no,no,,no,no
CUST0370,Dylan Cortez,female,0,no,no,9,two year,yes,bank transfer,67.59,1000.5,,no,,yes,,no,no,,yes,yes
CUST0371,Scott Mcdaniel,female,1,,yes,36,two year,,credit card (automatic),84.74,1000.5,yes,yes,no,,no,no,,,,
CUST0372,Chelsea Valdez,,0,,yes,61,two year,yes,credit card (automatic),118.01,1000.5,no,no,fiber optic,yes,,yes,,,,yes
CUST0373,Daniel Browning,male,0,,yes,52,,yes,credit card (automatic),69.64,1000.5,yes,no,no,yes,no,yes,yes,,,no
CUST0374,Kenneth Walls,male,1,no,,18,month to month,no,mailed check,73.67,1000.5,,no,fiber optic,yes,,yes,,,yes,no
CUST0375,Kathleen Freeman,male,0,yes,yes,26,month to month,yes,bank transfer,67.59,1000.5,no,,dsl,yes,no,,yes,yes,yes,
CUST0376,Wendy Beltran,male,1,yes,no,49,one year,no,,24.03,1000.5,yes,no,no,no,yes,yes,yes,,,no
CUST0377,Nicole Chen,female,1,yes,yes,41,two year,no,,67.59,1000.5,yes,no,fiber optic,,no,,,,yes,yes
CUST0378,Richard Hernandez,,0,no,,38,one year,,electronic check,109.2,1000.5,,yes,no,,yes,yes,no,yes,,
CUST0379,Angelica Park,male,1,no,yes,50,two year,no,bank transfer,85.01,1000.5,yes,no,none,yes,,,no,,no,no
CUST0380,John Cooley,female,1,no,yes,32,month-to-month,no,credit card (automatic),67.59,1000.5,yes,no,none,no,no,,yes,yes,,no
CUST0381,Jay Mooney,male,0,,no,57,one year,yes,bank transfer,67.59,1000.5,no,,,no,no,no,no,yes,yes,yes
CUST0382,Heather Jenkins,male,1,yes,no,60,,yes,bank transfer,114.43,1000.5,yes,,dsl,yes,yes,yes,yes,,yes,
CUST0383,Eric Benjamin,male,0,,,56,two year,yes,,117.15,2260.58,no,no,dsl,,no,yes,yes,no,,no
CUST0384,Patrick Acevedo,female,0,no,no,32,,yes,bank transfer,58.47,1000.5,yes,no,no,,no,,yes,,no,
CUST0385,David Adams,male,1,yes,no,69,,yes,bank transfer,90.68,4862.42,yes,yes,no,,no,,yes,,yes,no
CUST0386,James Wilson,male,1,yes,,62,month-to-month,no,bank transfer,67.59,1000.5,no,no,,no,,,yes,no,,
CUST0387,Amanda Allen,male,1,no,yes,32,month-to-month,yes,electronic check,67.59,3099.04,yes,,dsl,,,yes,,yes,no,no
CUST0388,Maxwell Robinson,male,0,yes,,8,month-to-month,yes,credit card (automatic),67.59,1000.5,no,no,none,no,yes,no,yes,yes,,yes
CUST0389,Judith Delgado,female,0,yes,no,3,month to month,yes,mailed check,67.59,1000.5,yes,no,fiber optic,no,no,yes,no,,yes,yes
CUST0390,Tammy Reeves,,0,,yes,44,month to month,yes,mailed check,47.13,1000.5,yes,no,,yes,no,,yes,,,yes
CUST0391,Tonya Wilson,male,0,yes,,8,month-to-month,yes,credit card (automatic),67.59,378.07,no,no,fiber optic,yes,,yes,,no,no,no
CUST0392,Michelle Cox,female,0,yes,,64,month to month,,credit card (automatic),67.59,1000.5,,no,no,no,,,yes,,,yes
CUST0393,Crystal Alexander,male,1,no,,11,month to month,no,bank transfer,67.59,1000.5,,no,no,yes,yes,no,,,yes,yes
CUST0394,Olivia Robles,,1,yes,no,46,two year,yes,,45.23,1000.5,yes,,none,yes,no,no,,yes,yes,no
CUST0395,Eric Martin,male,0,no,,3,one year,,electronic check,67.59,1000.5,,,none,yes,yes,no,yes,no,yes,no
CUST0396,Destiny Fernandez,female,1,no,no,32,two year,no,,95.89,1000.5,yes,no,,,no,yes,no,,,no
CUST0397,Alice Horn,female,0,no,yes,11,month-to-month,yes,bank transfer,104.78,1000.5,yes,no,,no,,no,no,,no,yes
CUST0398,Christine Wells,,0,no,no,19,two year,,credit card (automatic),67.59,1000.5,,yes,none,no,no,no,no,,no,yes
CUST0399,Fred Harding,female,1,yes,no,8,month to month,,electronic check,86.05,1000.5,no,,no,,,,,,yes,yes
CUST0400,Lauren Cruz,female,1,yes,,31,two year,no,,24.24,1000.5,no,yes,no,,no,yes,yes,yes,no,yes
CUST0401,Samantha Morris,male,1,yes,,52,month to month,yes,electronic check,67.59,1000.5,,no,dsl,,no,yes,no,yes,no,
CUST0402,Joanna Doyle,male,0,yes,yes,0,two year,yes,,67.59,1000.5,yes,no,no,yes,,yes,,,yes,yes
CUST0403,Kimberly Johnson,,1,no,,13,month-to-month,yes,mailed check,67.59,1000.5,yes,,no,yes,,no,,,no,yes
CUST0404,Anna Butler,female,0,no,,48,,yes,,67.59,1000.5,,yes,fiber optic,,yes,,yes,,no,yes
CUST0405,Alicia Harris,female,0,no,,25,month to month,no,bank transfer,67.59,1000.5,no,,,yes,yes,,no,yes,no,no
CUST0406,Eileen Rangel,,1,no,yes,17,month to month,no,credit card (automatic),63.04,1000.5,yes,yes,fiber optic,,yes,no,no,,,
CUST0407,Kristin Moss,female,1,yes,no,66,,no,mailed check,67.59,2601.63,no,yes,,,,no,no,no,yes,
CUST0408,Deanna Gross,female,0,yes,,33,month-to-month,yes,electronic check,67.59,3707.33,yes,no,dsl,yes,no,,yes,,no,no
CUST0409,Dorothy Thompson,female,1,yes,,54,month-to-month,no,credit card (automatic),67.59,6358.77,no,no,no,,,no,,no,,no
CUST0410,Steven Wilson DVM,male,0,no,no,29,two year,yes,,43.93,1000.5,,no,none,,,yes,yes,,no,no
CUST0411,Joseph Mendez,male,0,no,,6,month-to-month,no,electronic check,67.59,1000.5,no,yes,,no,yes,yes,no,,no,no
CUST0412,Michael Delgado,male,1,no,,69,month-to-month,yes,credit card (automatic),100.37,1000.5,,yes,no,yes,yes,no,,,,
CUST0413,Claudia Knight,male,0,yes,,58,,,electronic check,118.93,1000.5,,no,fiber optic,no,no,yes,no,,no,
CUST0414,Carrie Cunningham,male,0,no,,27,one year,,bank transfer,46.17,1000.5,,yes,none,yes,no,yes,no,,yes,
CUST0415,Jessica Salazar,male,1,no,,43,one year,no,,67.59,2147.29,,,dsl,,,,,no,,no
CUST0416,Zachary Weiss,female,1,no,,68,,yes,credit card (automatic),45.19,1000.5,yes,no,fiber optic,no,no,no,,yes,,
CUST0417,Larry Randolph,,0,,,39,,yes,electronic check,67.59,1000.5,no,no,,no,,,,,no,
CUST0418,Bradley Lopez,female,1,no,,41,one year,no,bank transfer,67.59,4216.82,yes,no,dsl,,,,yes,,yes,yes
CUST0419,Marcus Mcdowell,male,1,yes,yes,65,,,mailed check,67.59,6443.85,,yes,no,yes,yes,yes,yes,,,no
CUST0420,James Beltran,female,0,no,no,28,,yes,electronic check,67.59,1000.5,no,no,,no,yes,yes,yes,no,no,
CUST0421,Darin Day,,0,no,,2,month-to-month,yes,bank transfer,67.27,1000.5,no,no,dsl,,no,no,yes,,yes,no
CUST0422,Lisa Carter,female,1,yes,yes,23,two year,,,23.21,505.42,no,no,fiber optic,no,no,no,,no,,yes
CUST0423,Terry Anderson,,1,no,,61,,no,mailed check,67.59,1000.5,yes,no,none,,no,yes,no,no,,no
CUST0424,Thomas Lawson,,1,yes,,21,,no,electronic check,67.59,1000.5,,no,fiber optic,yes,yes,,,,,
CUST0425,Rebecca Lozano,male,1,no,no,9,month-to-month,,credit card (automatic),67.59,1000.5,no,no,fiber optic,yes,no,yes,yes,yes,no,no
CUST0426,Stephanie Lopez,female,0,,,57,two year,,mailed check,65.41,2883.14,yes,,dsl,no,,yes,,no,,yes
CUST0427,Jessica Gibson,female,0,yes,yes,33,month to month,yes,,67.59,1000.5,,no,none,no,,yes,yes,,,no
CUST0428,Elizabeth Warren,male,0,yes,yes,35,month-to-month,yes,credit card (automatic),67.59,1558.71,,,none,yes,yes,no,,,,no
